pokedex_id,pokemon_name,primary_type,secondary_type,hp,attack,defense,sp_attack,sp_defense,speed,sprite_url,generation,is_legendary
6899,Pokemon_6899,Poison,,76,125,71,123,115,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,8,false
6900,Pokemon_6900,Bug,,50,84,54,47,147,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,9,false
6901,Pokemon_6901,Dark,Ice,128,134,144,145,89,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,1,false
6902,Pokemon_6902,Psychic,,95,30,37,94,141,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,8,false
6903,Pokemon_6903,Fairy,Poison,68,45,58,90,129,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,8,false
6904,Pokemon_6904,Poison,,86,92,116,136,95,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,5,false
6905,Pokemon_6905,Fire,Psychic,78,76,139,70,59,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,4,false
6906,Pokemon_6906,Dark,Electric,61,57,118,85,46,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,5,true
6907,Pokemon_6907,Bug,Flying,42,96,67,50,150,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,3,false
6908,Pokemon_6908,Psychic,,51,132,109,150,109,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,2,false
6909,Pokemon_6909,Normal,,136,134,57,86,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,4,false
6910,Pokemon_6910,Psychic,,50,90,123,73,89,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,7,false
6911,Pokemon_6911,Bug,,143,48,97,63,82,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,9,true
6912,Pokemon_6912,Water,Water,87,99,75,59,149,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,7,false
6913,Pokemon_6913,Grass,,66,132,59,100,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,4,false
6914,Pokemon_6914,Poison,Dragon,119,111,126,54,43,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,1,false
6915,Pokemon_6915,Dark,Steel,54,57,118,58,143,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,6,false
6916,Pokemon_6916,Fairy,,62,79,104,131,135,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,7,false
6917,Pokemon_6917,Dark,Fighting,46,76,31,46,143,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,4,false
6918,Pokemon_6918,Fighting,,51,113,117,138,146,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,9,false
6919,Pokemon_6919,Dragon,,97,90,70,105,116,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,3,false
6920,Pokemon_6920,Fairy,,123,93,70,66,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,3,false
6921,Pokemon_6921,Psychic,,65,124,105,42,116,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,1,false
6922,Pokemon_6922,Ground,Grass,74,105,114,85,102,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,3,false
6923,Pokemon_6923,Water,,111,137,132,129,140,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,3,false
6924,Pokemon_6924,Dragon,,126,35,126,118,45,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,4,false
6925,Pokemon_6925,Rock,,53,144,146,88,149,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,6,false
6926,Pokemon_6926,Ghost,Grass,104,65,32,56,33,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,1,false
6927,Pokemon_6927,Psychic,,118,61,113,149,137,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,8,false
6928,Pokemon_6928,Ice,Flying,127,102,114,69,34,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,8,false
6929,Pokemon_6929,Psychic,,91,148,55,120,71,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,8,false
6930,Pokemon_6930,Poison,,98,62,95,58,67,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,3,true
6931,Pokemon_6931,Bug,,81,41,92,86,87,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,4,false
6932,Pokemon_6932,Water,,86,120,98,43,55,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,4,false
6933,Pokemon_6933,Fire,Electric,64,70,105,119,131,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,9,false
6934,Pokemon_6934,Normal,,88,80,111,59,111,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,8,false
6935,Pokemon_6935,Water,,56,103,100,68,97,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,8,false
6936,Pokemon_6936,Fire,,31,35,76,90,73,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,1,false
6937,Pokemon_6937,Rock,,107,149,45,111,123,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,5,false
6938,Pokemon_6938,Poison,Flying,90,119,41,115,64,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,5,false
6939,Pokemon_6939,Ground,Psychic,35,132,150,87,82,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,5,false
6940,Pokemon_6940,Dragon,,52,116,130,66,116,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,4,false
6941,Pokemon_6941,Ghost,Steel,38,39,69,84,112,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,2,false
6942,Pokemon_6942,Fairy,,119,150,130,73,117,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,5,false
6943,Pokemon_6943,Steel,,116,117,45,53,125,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,4,false
6944,Pokemon_6944,Dragon,,82,78,80,35,32,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,5,false
6945,Pokemon_6945,Psychic,,135,31,135,40,107,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,9,false
6946,Pokemon_6946,Fire,,137,125,122,106,98,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,7,true
6947,Pokemon_6947,Ghost,,143,38,47,64,92,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,5,false
6948,Pokemon_6948,Dragon,,118,149,110,70,64,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,8,false
6949,Pokemon_6949,Dragon,Fire,143,76,35,141,35,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,4,false
6950,Pokemon_6950,Bug,,150,142,126,112,105,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,1,false
6951,Pokemon_6951,Ice,,43,114,122,95,46,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,9,false
6952,Pokemon_6952,Fighting,,43,92,49,96,150,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,4,false
6953,Pokemon_6953,Dragon,,63,122,146,37,43,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,8,true
6954,Pokemon_6954,Poison,Bug,150,133,116,113,136,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,6,false
6955,Pokemon_6955,Grass,,118,60,37,102,141,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,3,false
6956,Pokemon_6956,Steel,,116,78,120,123,132,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,2,false
6957,Pokemon_6957,Ghost,,66,118,138,48,36,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,6,false
6958,Pokemon_6958,Grass,,54,107,42,61,30,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,1,false
6959,Pokemon_6959,Rock,Fairy,82,93,145,86,145,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,7,false
6960,Pokemon_6960,Steel,,84,131,118,50,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,8,false
6961,Pokemon_6961,Flying,,35,130,102,145,40,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,5,false
6962,Pokemon_6962,Poison,,61,147,83,139,63,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,9,false
6963,Pokemon_6963,Dragon,,60,37,129,88,71,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,7,false
6964,Pokemon_6964,Electric,,54,141,43,71,136,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,9,false
6965,Pokemon_6965,Psychic,,134,100,55,119,126,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,4,false
6966,Pokemon_6966,Psychic,Fighting,124,62,78,126,95,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,4,false
6967,Pokemon_6967,Dragon,Ice,31,56,73,52,73,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,3,false
6968,Pokemon_6968,Steel,,71,82,133,34,111,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,9,false
6969,Pokemon_6969,Water,Rock,139,76,34,144,114,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,1,false
6970,Pokemon_6970,Water,,107,56,147,112,106,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,7,false
6971,Pokemon_6971,Ice,Rock,35,78,50,131,107,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,4,false
6972,Pokemon_6972,Water,,71,115,97,134,130,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,9,false
6973,Pokemon_6973,Electric,Fairy,117,63,76,69,102,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,4,false
6974,Pokemon_6974,Rock,,50,58,133,62,135,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,8,false
6975,Pokemon_6975,Dragon,Ground,69,60,117,67,59,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,7,false
6976,Pokemon_6976,Ice,Normal,122,103,86,52,139,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,2,false
6977,Pokemon_6977,Bug,Psychic,90,78,81,148,78,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,6,false
6978,Pokemon_6978,Normal,Dark,39,107,150,138,116,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,8,false
6979,Pokemon_6979,Poison,Dark,136,55,53,139,63,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,5,false
6980,Pokemon_6980,Normal,,145,54,50,87,46,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,9,false
6981,Pokemon_6981,Electric,,87,106,73,67,116,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,9,false
6982,Pokemon_6982,Dragon,Rock,35,35,114,48,149,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,8,false
6983,Pokemon_6983,Poison,,91,145,91,149,52,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,4,false
6984,Pokemon_6984,Flying,,136,45,107,74,93,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,9,false
6985,Pokemon_6985,Ice,,32,138,117,83,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,6,false
6986,Pokemon_6986,Electric,Ice,53,48,54,146,76,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,1,false
6987,Pokemon_6987,Ghost,,61,120,44,102,100,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,4,false
6988,Pokemon_6988,Electric,,140,133,30,57,89,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,6,false
6989,Pokemon_6989,Grass,,109,138,75,140,86,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,2,false
6990,Pokemon_6990,Steel,,67,51,80,98,107,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,9,false
6991,Pokemon_6991,Steel,,106,95,109,30,104,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,2,false
6992,Pokemon_6992,Bug,,118,122,38,71,141,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,7,false
6993,Pokemon_6993,Fire,,105,62,93,49,127,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,2,false
6994,Pokemon_6994,Fighting,,148,48,117,87,139,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,5,false
6995,Pokemon_6995,Bug,Flying,73,134,99,102,77,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,6,false
6996,Pokemon_6996,Electric,,145,74,56,31,86,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,2,false
6997,Pokemon_6997,Ice,,65,68,69,43,60,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,2,false
6998,Pokemon_6998,Normal,,133,91,76,44,71,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,2,true
6999,Pokemon_6999,Steel,Electric,107,80,64,127,47,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,6,false
7000,Pokemon_7000,Ground,Grass,129,114,141,56,50,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,5,false
7001,Pokemon_7001,Water,,120,112,91,60,107,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,6,false
7002,Pokemon_7002,Bug,,59,111,106,111,85,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,4,false
7003,Pokemon_7003,Dragon,,62,123,79,118,50,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,6,false
7004,Pokemon_7004,Grass,,79,47,80,88,115,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,9,true
7005,Pokemon_7005,Steel,Ghost,64,127,108,42,126,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,9,false
7006,Pokemon_7006,Bug,,32,121,37,80,91,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,3,false
7007,Pokemon_7007,Rock,Poison,68,80,129,106,112,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,5,false
7008,Pokemon_7008,Water,,134,126,62,119,98,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,6,false
7009,Pokemon_7009,Normal,Psychic,73,127,48,111,107,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,7,false
7010,Pokemon_7010,Ice,,101,67,132,97,120,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,3,false
7011,Pokemon_7011,Dark,,94,141,63,42,110,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,1,false
7012,Pokemon_7012,Poison,Ice,57,120,54,118,92,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,3,false
7013,Pokemon_7013,Ghost,,83,41,142,61,42,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,2,false
7014,Pokemon_7014,Grass,,51,114,93,50,64,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,4,false
7015,Pokemon_7015,Fire,,132,35,70,108,43,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,2,false
7016,Pokemon_7016,Ground,Dark,115,94,132,77,34,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,4,false
7017,Pokemon_7017,Dragon,,137,58,37,65,73,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,3,false
7018,Pokemon_7018,Ghost,,87,74,120,77,41,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,2,false
7019,Pokemon_7019,Ice,,48,104,87,56,61,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,3,false
7020,Pokemon_7020,Water,Ice,134,52,78,113,45,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,4,false
7021,Pokemon_7021,Dark,,107,58,34,137,118,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,1,false
7022,Pokemon_7022,Rock,,40,123,91,59,58,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,5,false
7023,Pokemon_7023,Water,Grass,132,116,139,86,86,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,1,false
7024,Pokemon_7024,Fire,Fire,98,127,94,139,80,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,7,false
7025,Pokemon_7025,Dragon,Fire,77,149,69,150,64,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,9,false
7026,Pokemon_7026,Flying,,91,143,104,88,146,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,7,false
7027,Pokemon_7027,Dragon,,118,84,53,34,100,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,4,false
7028,Pokemon_7028,Ice,Rock,73,101,102,125,143,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,1,false
7029,Pokemon_7029,Bug,Bug,49,77,146,122,72,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,7,false
7030,Pokemon_7030,Water,,66,141,112,41,81,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,3,false
7031,Pokemon_7031,Steel,Ice,38,47,119,82,83,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,4,false
7032,Pokemon_7032,Fighting,,104,88,88,141,46,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,5,false
7033,Pokemon_7033,Dark,Dark,112,141,53,95,92,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,7,false
7034,Pokemon_7034,Water,,119,75,141,92,106,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,2,false
7035,Pokemon_7035,Fire,,127,69,56,35,121,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,5,false
7036,Pokemon_7036,Ghost,,48,82,57,143,132,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,8,false
7037,Pokemon_7037,Normal,Steel,118,83,40,96,109,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,6,false
7038,Pokemon_7038,Steel,Fairy,68,67,32,31,38,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,1,false
7039,Pokemon_7039,Fire,,58,120,118,128,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,8,false
7040,Pokemon_7040,Dragon,Rock,82,103,124,59,79,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,8,true
7041,Pokemon_7041,Dark,,130,67,130,121,137,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,4,false
7042,Pokemon_7042,Water,Fighting,38,94,139,107,76,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,8,false
7043,Pokemon_7043,Psychic,,128,75,74,85,120,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,1,false
7044,Pokemon_7044,Rock,Ice,77,120,38,82,48,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,8,false
7045,Pokemon_7045,Flying,Fighting,107,147,31,99,116,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,2,false
7046,Pokemon_7046,Electric,,42,114,44,62,109,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,6,false
7047,Pokemon_7047,Poison,,36,136,109,81,63,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,6,false
7048,Pokemon_7048,Normal,,38,50,99,33,51,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,6,false
7049,Pokemon_7049,Dragon,,120,56,64,31,61,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,1,false
7050,Pokemon_7050,Fairy,,73,67,148,63,35,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,3,false
7051,Pokemon_7051,Fire,,57,56,107,77,82,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,7,true
7052,Pokemon_7052,Fighting,Dark,130,88,73,91,51,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,9,false
7053,Pokemon_7053,Fairy,,64,37,85,125,36,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,4,false
7054,Pokemon_7054,Fire,,110,36,132,147,74,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,2,false
7055,Pokemon_7055,Grass,,84,67,124,81,110,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,7,false
7056,Pokemon_7056,Psychic,,68,30,42,144,147,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,6,false
7057,Pokemon_7057,Fighting,,91,117,41,44,53,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,3,false
7058,Pokemon_7058,Water,,112,78,75,55,111,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,4,false
7059,Pokemon_7059,Rock,,59,107,115,146,72,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,3,false
7060,Pokemon_7060,Fairy,,150,130,49,86,148,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,5,true
7061,Pokemon_7061,Electric,,105,96,129,47,90,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,6,false
7062,Pokemon_7062,Ice,,111,63,49,53,78,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,1,false
7063,Pokemon_7063,Fairy,Dragon,127,143,75,145,91,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,8,false
7064,Pokemon_7064,Electric,Psychic,38,76,108,30,105,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,7,false
7065,Pokemon_7065,Fighting,,83,41,148,34,52,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,5,false
7066,Pokemon_7066,Ice,,38,61,147,91,118,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,9,false
7067,Pokemon_7067,Flying,,139,111,125,136,34,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,3,false
7068,Pokemon_7068,Psychic,Flying,54,145,81,103,139,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,4,false
7069,Pokemon_7069,Poison,Grass,112,52,95,131,44,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,6,false
7070,Pokemon_7070,Psychic,,95,48,71,120,40,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,4,false
7071,Pokemon_7071,Fighting,Fairy,32,33,141,38,83,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,7,false
7072,Pokemon_7072,Bug,,127,147,82,32,43,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,9,false
7073,Pokemon_7073,Electric,,66,145,120,78,116,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,1,false
7074,Pokemon_7074,Fighting,,107,108,84,131,100,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,8,false
7075,Pokemon_7075,Ghost,Bug,38,48,85,111,142,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,5,false
7076,Pokemon_7076,Grass,Bug,108,30,89,51,40,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,6,false
7077,Pokemon_7077,Rock,Flying,45,150,112,76,125,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,2,false
7078,Pokemon_7078,Grass,,85,82,54,132,91,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,7,false
7079,Pokemon_7079,Dark,Water,47,97,93,54,88,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,6,false
7080,Pokemon_7080,Ghost,Rock,132,48,112,132,97,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,7,false
7081,Pokemon_7081,Dragon,,71,33,97,86,49,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,1,false
7082,Pokemon_7082,Normal,Bug,149,118,126,142,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,2,false
7083,Pokemon_7083,Fighting,Rock,38,30,42,54,125,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,3,false
7084,Pokemon_7084,Grass,,126,95,83,56,110,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,7,false
7085,Pokemon_7085,Flying,Steel,56,114,148,123,150,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,8,false
