id,name,sprite,types,hp,attack,defense,specialAttack,specialDefense,speed,height,weight,abilities,thunder,thunder2,some
780,Drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,"normal, dragon",78,60,85,135,91,36,30,1850,"berserk, sap-sipper, cloud-nine",,,0
781,Dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,"ghost, grass",70,131,100,86,90,40,39,2100,steelworker,,,0
782,Jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,dragon,45,55,65,45,45,45,6,297,"bulletproof, soundproof, overcoat",,,0
783,Hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,"dragon, fighting",55,75,90,65,70,65,12,470,"bulletproof, soundproof, overcoat",,,0
784,Kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,"dragon, fighting",75,110,125,100,105,85,16,782,"bulletproof, soundproof, overcoat",,,0
785,Tapu-koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png,"electric, fairy",70,115,85,95,75,130,18,205,"electric-surge, telepathy",,,0
786,Tapu-lele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png,"psychic, fairy",70,85,75,130,115,95,12,186,"psychic-surge, telepathy",,,0
787,Tapu-bulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,"grass, fairy",70,130,115,85,95,75,19,455,"grassy-surge, telepathy",,,0
788,Tapu-fini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,"water, fairy",70,75,115,95,130,85,13,212,"misty-surge, telepathy",,,0
789,Cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,psychic,43,29,31,29,31,37,2,1,unaware,,,0
790,Cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,psychic,43,29,131,29,131,37,1,9999,sturdy,,,0
791,Solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,"psychic, steel",137,137,107,113,89,97,34,2300,full-metal-body,,,0
792,Lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,"psychic, ghost",137,113,89,137,107,97,40,1200,shadow-shield,,,0
793,Nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,"rock, poison",109,53,47,127,131,103,12,555,beast-boost,,,0
794,Buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,"bug, fighting",107,139,139,53,53,79,24,3336,beast-boost,,,0
795,Pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,"bug, fighting",71,137,37,137,37,151,18,250,beast-boost,,,0
796,Xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,electric,83,89,71,173,71,83,38,1000,beast-boost,,,0
797,Celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,"steel, flying",97,101,103,107,101,61,92,9999,beast-boost,,,0
798,Kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,"grass, steel",59,181,131,59,31,109,3,1,beast-boost,,,0
799,Guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,"dark, dragon",223,101,53,97,53,43,55,8880,beast-boost,,,0
800,Necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,psychic,97,107,101,127,89,79,24,2300,prism-armor,,,0
801,Magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,"steel, fairy",80,95,115,130,115,65,10,805,soul-heart,,,0
802,Marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,"fighting, ghost",90,125,80,90,90,125,7,222,technician,,,0
803,Poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,poison,67,73,67,73,67,73,6,18,beast-boost,,,0
804,Naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,"poison, dragon",73,73,73,127,73,121,36,1500,beast-boost,,,0
805,Stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,"rock, steel",61,131,211,53,101,13,55,8200,beast-boost,,,0
806,Blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,"fire, ghost",53,127,53,151,79,107,18,130,beast-boost,,,0
807,Zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,electric,88,112,75,102,80,143,15,445,volt-absorb,,,0
808,Meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,steel,46,65,65,55,35,34,2,80,magnet-pull,,,0
809,Melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,steel,135,143,143,80,65,34,25,8000,iron-fist,,,0
810,Grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,grass,50,65,50,40,40,65,3,50,"overgrow, grassy-surge",,,0
811,Thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,grass,70,85,70,55,60,80,7,140,"overgrow, grassy-surge",,,0
812,Rillaboom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,grass,100,125,90,60,70,85,21,900,"overgrow, grassy-surge",,,0
813,Scorbunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,fire,50,71,40,40,40,69,3,45,"blaze, libero",,,0
814,Raboot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,fire,65,86,60,55,60,94,6,90,"blaze, libero",,,0
815,Cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,fire,80,116,75,65,75,119,14,330,"blaze, libero",,,0
816,Sobble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,water,50,40,40,70,40,70,3,40,"torrent, sniper",,,0
817,Drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,water,65,60,55,95,55,90,7,115,"torrent, sniper",,,0
818,Inteleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,water,70,85,65,125,65,120,19,452,"torrent, sniper",,,0
819,Skwovet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,normal,70,55,55,35,35,25,3,25,"cheek-pouch, gluttony",,,0
820,Greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,normal,120,95,95,55,75,20,6,60,"cheek-pouch, gluttony",,,0
821,Rookidee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,flying,38,47,35,33,35,57,2,18,"keen-eye, unnerve, big-pecks",,,0
822,Corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,flying,68,67,55,43,55,77,8,160,"keen-eye, unnerve, big-pecks",,,0
823,Corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,"flying, steel",98,87,105,53,85,67,22,750,"pressure, unnerve, mirror-armor",,,0
824,Blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,bug,25,20,20,25,45,45,4,80,"swarm, compound-eyes, telepathy",,,0
825,Dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,"bug, psychic",50,35,80,50,90,30,4,195,"swarm, compound-eyes, telepathy",,,0
826,Orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,"bug, psychic",60,45,110,80,120,90,4,408,"swarm, frisk, telepathy",,,0
827,Nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,dark,40,28,28,47,52,50,6,89,"run-away, unburden, stakeout",,,0
828,Thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,dark,70,58,58,87,92,90,12,199,"run-away, unburden, stakeout",,,0
829,Gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,grass,40,40,60,40,60,10,4,22,"cotton-down, regenerator, effect-spore",,,0
830,Eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,grass,60,50,90,80,120,60,5,25,"cotton-down, regenerator, effect-spore",,,0
831,Wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,normal,42,40,55,40,45,48,6,60,"fluffy, run-away, bulletproof",,,0
832,Dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,normal,72,80,100,60,90,88,13,430,"fluffy, steadfast, bulletproof",,,0
833,Chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,water,50,64,50,38,38,44,3,85,"strong-jaw, shell-armor, swift-swim",,,0
834,Drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,"water, rock",90,115,90,48,68,74,10,1155,"strong-jaw, shell-armor, swift-swim",,,0
835,Yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,electric,59,45,50,40,50,26,3,135,"ball-fetch, rattled",,,0
836,Boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,electric,69,90,60,90,60,121,10,340,"strong-jaw, competitive",,,0
837,Rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,rock,30,40,50,40,50,30,3,120,"steam-engine, heatproof, flash-fire",,,0
838,Carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,"rock, fire",80,60,90,60,70,50,11,780,"steam-engine, flame-body, flash-fire",,,0
839,Coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,"rock, fire",110,80,120,80,90,30,28,3105,"steam-engine, flame-body, flash-fire",,,0
840,Applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,"grass, dragon",40,40,80,40,40,20,2,5,"ripen, gluttony, bulletproof",,,0
841,Flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,"grass, dragon",70,110,80,95,60,70,3,10,"ripen, gluttony, hustle",,,0
842,Appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,"grass, dragon",110,85,80,100,80,30,4,130,"ripen, gluttony, thick-fat",,,0
843,Silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,ground,52,57,75,35,50,46,22,76,"sand-spit, shed-skin, sand-veil",,,0
844,Sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,ground,72,107,125,65,70,71,38,655,"sand-spit, shed-skin, sand-veil",,,0
845,Cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,"flying, water",70,85,55,85,95,85,8,180,gulp-missile,,,0
846,Arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,water,41,63,40,40,30,66,5,10,"swift-swim, propeller-tail",,,0
847,Barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,water,61,123,60,60,50,136,13,300,"swift-swim, propeller-tail",,,0
848,Toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,"electric, poison",40,38,35,54,35,40,4,110,"rattled, static, klutz",,,0
849,Toxtricity-amped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,"electric, poison",75,98,70,114,70,75,16,400,"punk-rock, plus, technician",,,0
850,Sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,"fire, bug",50,65,45,50,50,45,7,10,"flash-fire, white-smoke, flame-body",,,0
851,Centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,"fire, bug",100,115,65,90,90,65,30,1200,"flash-fire, white-smoke, flame-body",,,0
852,Clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,fighting,50,68,60,50,50,32,6,40,"limber, technician",,,0
853,Grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,fighting,80,118,90,70,80,42,16,390,"limber, technician",,,0
854,Sinistea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,ghost,40,45,45,74,54,50,1,2,"weak-armor, cursed-body",,,0
855,Polteageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,ghost,60,65,65,134,114,70,2,4,"weak-armor, cursed-body",,,0
856,Hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,psychic,42,30,45,56,53,39,4,34,"healer, anticipation, magic-bounce",,,0
857,Hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,psychic,57,40,65,86,73,49,6,48,"healer, anticipation, magic-bounce",,,0
858,Hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,"psychic, fairy",57,90,95,136,103,29,21,51,"healer, anticipation, magic-bounce",,,0
859,Impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,"dark, fairy",45,45,30,55,40,50,4,55,"prankster, frisk, pickpocket",,,0
860,Morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,"dark, fairy",65,60,45,75,55,70,8,125,"prankster, frisk, pickpocket",,,0
861,Grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,"dark, fairy",95,120,65,95,75,60,15,610,"prankster, frisk, pickpocket",,,0
862,Obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,"dark, normal",93,90,101,60,81,95,16,460,"reckless, guts, defiant",,,0
863,Perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,steel,70,110,100,50,60,50,8,280,"battle-armor, tough-claws, steely-spirit",,,0
864,Cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,ghost,60,95,50,145,130,30,10,4,"weak-armor, perish-body",,,0
865,Sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,fighting,62,135,95,68,82,65,8,1170,"steadfast, scrappy",,,0
866,Mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,"ice, psychic",80,85,75,110,100,70,15,582,"tangled-feet, screen-cleaner, ice-body",,,0
867,Runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,"ground, ghost",58,95,145,50,105,30,16,666,wandering-spirit,,,0
868,Milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,fairy,45,40,40,50,61,34,2,3,"sweet-veil, aroma-veil",,,0
869,Alcremie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,fairy,65,60,75,110,121,64,3,5,"sweet-veil, aroma-veil",,,0
870,Falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,fighting,65,100,100,70,60,75,30,620,"battle-armor, defiant",,,0
871,Pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,electric,48,101,95,91,85,15,3,10,"lightning-rod, electric-surge",,,0
872,Snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,"ice, bug",30,25,35,45,30,20,3,38,"shield-dust, ice-scales",,,0
873,Frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,"ice, bug",70,65,60,125,90,65,13,420,"shield-dust, ice-scales",,,0
874,Stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,rock,100,125,135,20,20,70,25,5200,power-spot,,,0
875,Eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,ice,75,80,110,65,90,50,14,890,ice-face,,,0
876,Indeedee-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,"psychic, normal",60,65,55,105,95,95,9,280,"inner-focus, synchronize, psychic-surge",,,0
877,Morpeko-full-belly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,"electric, dark",58,95,58,70,58,97,3,30,hunger-switch,,,0
878,Cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,steel,72,80,49,40,49,40,12,1000,"sheer-force, heavy-metal",,,0
879,Copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,steel,122,130,69,80,69,30,30,6500,"sheer-force, heavy-metal",,,0
880,Dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,"electric, dragon",90,100,90,80,70,75,18,1900,"volt-absorb, hustle, sand-rush",,,0
881,Arctozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,"electric, ice",90,100,90,90,80,55,23,1500,"volt-absorb, static, slush-rush",,,0
882,Dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,"water, dragon",90,90,100,70,80,75,23,2150,"water-absorb, strong-jaw, sand-rush",,,0
883,Arctovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,"water, ice",90,90,100,80,90,55,20,1750,"water-absorb, ice-body, slush-rush",,,0
884,Duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,"steel, dragon",70,95,115,120,50,85,18,400,"light-metal, heavy-metal, stalwart",,,0
885,Dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,"dragon, ghost",28,60,30,40,30,82,5,20,"clear-body, infiltrator, cursed-body",,,0
886,Drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,"dragon, ghost",68,80,50,60,50,102,14,110,"clear-body, infiltrator, cursed-body",,,0
887,Dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,"dragon, ghost",88,120,75,100,75,142,30,500,"clear-body, infiltrator, cursed-body",,,0
888,Zacian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,fairy,92,120,115,80,115,138,28,1100,intrepid-sword,,,0
889,Zamazenta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,fighting,92,120,115,80,115,138,29,2100,dauntless-shield,,,0
890,Eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,"poison, dragon",140,85,95,145,95,130,200,9500,pressure,,,0
891,Kubfu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,fighting,60,90,60,53,50,72,6,120,inner-focus,,,0
892,Urshifu-single-strike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,"fighting, dark",100,130,100,63,60,97,19,1050,unseen-fist,,,0
893,Zarude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,"dark, grass",105,120,105,70,95,105,18,700,leaf-guard,,,0
894,Regieleki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,electric,80,100,50,100,50,200,12,1450,transistor,,,0
895,Regidrago,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,dragon,200,100,50,100,50,80,21,2000,dragons-maw,,,0
896,Glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,ice,100,145,130,65,110,30,22,8000,chilling-neigh,,,0
897,Spectrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,ghost,100,65,60,145,80,130,20,445,grim-neigh,,,0
898,Calyrex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,"psychic, grass",100,80,80,80,80,80,11,77,unnerve,,,0
899,Wyrdeer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,"normal, psychic",103,105,72,105,75,65,18,951,"intimidate, frisk, sap-sipper",,,0
900,Kleavor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png,"bug, rock",70,135,95,45,70,85,18,890,"swarm, sheer-force, sharpness",,,0
901,Ursaluna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png,"ground, normal",130,140,105,45,80,50,24,2900,"guts, bulletproof, unnerve",,,0
902,Basculegion-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png,"water, ghost",120,112,65,80,75,78,30,1100,"swift-swim, adaptability, mold-breaker",,,0
903,Sneasler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,"fighting, poison",80,130,60,40,80,120,13,430,"pressure, unburden, poison-touch",,,0
904,Overqwil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png,"dark, poison",85,115,95,65,65,85,25,605,"poison-point, swift-swim, intimidate",,,0
905,Enamorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,"fairy, flying",74,115,70,135,80,106,16,480,"cute-charm, contrary",,,0
906,Sprigatito,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,grass,40,61,54,45,45,65,4,41,"overgrow, protean",,,0
907,Floragato,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,grass,61,80,63,60,63,83,9,122,"overgrow, protean",,,0
908,Meowscarada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,"grass, dark",76,110,70,81,70,123,15,312,"overgrow, protean",,,0
909,Fuecoco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,fire,67,45,59,63,40,36,4,98,"blaze, unaware",,,0
910,Crocalor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,fire,81,55,78,90,58,49,10,307,"blaze, unaware",,,0
911,Skeledirge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,"fire, ghost",104,75,100,110,75,66,16,3265,"blaze, unaware",,,0
912,Quaxly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,water,55,65,45,50,45,50,5,61,"torrent, moxie",,,0
913,Quaxwell,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,water,70,85,65,65,60,65,12,215,"torrent, moxie",,,0
914,Quaquaval,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,"water, fighting",85,120,80,85,75,85,18,619,"torrent, moxie",,,0
915,Lechonk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,normal,54,45,40,35,45,35,5,102,"aroma-veil, gluttony, thick-fat",,,0
916,Oinkologne-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,normal,110,100,75,59,80,65,10,1200,"lingering-aroma, gluttony, thick-fat",,,0
917,Tarountula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,bug,35,41,45,29,40,20,3,40,"insomnia, stakeout",,,0
918,Spidops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,bug,60,79,92,52,86,35,10,165,"insomnia, stakeout",,,0
919,Nymble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,bug,33,46,40,21,25,45,2,10,"swarm, tinted-lens",,,0
920,Lokix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,"bug, dark",71,102,78,52,55,92,10,175,"swarm, tinted-lens",,,0
921,Pawmi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,electric,45,50,20,40,25,60,3,25,"static, natural-cure, iron-fist",,,0
922,Pawmo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png,"electric, fighting",60,75,40,50,40,85,4,65,"volt-absorb, natural-cure, iron-fist",,,0
923,Pawmot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png,"electric, fighting",70,115,70,70,60,105,9,410,"volt-absorb, natural-cure, iron-fist",,,0
924,Tandemaus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png,normal,50,50,45,40,45,75,3,18,"run-away, pickup, own-tempo",,,0
925,Maushold-family-of-four,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,normal,74,75,70,65,75,111,3,23,"friend-guard, cheek-pouch, technician",,,0
926,Fidough,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/926.png,fairy,37,55,70,30,55,65,3,109,"own-tempo, klutz",,,0
